sigla,nombre,creditos,busqueda
ILO1004,Latín IV,8,latin 4
ILO1012,"Vargas Llosa, Novelista",8,"vargas llosa, novelista"
ILO1013,Teoría de América en Tres Novelistas,8,teoria de america en tres novelistas
ILO1014,América: Crónica y Novela,8,america: cronica y novela
ILO1015,Taller de Narrativa,8,taller de narrativa
ILO1016,Teatro: Teoría y Práctica,8,teatro: teoria y practica
ILO1017,From Fairy Tales to Real M...,8,from fairy tales to real m...
ILO1018,Ensayo Chileno e Hispano,8,ensayo chileno e hispano
ILO1020,"Cumbres Españolas: V Inclan, Cela, Ortega",8,"cumbres espanolas: 5 inclan, cela, ortega"
ILO1022,Taller de Poesia,8,taller de poesia
ILO1040,Terminología Relación Internacional,8,terminologia relacion internacional
ILO1041,Tipología de Textos Comerciales,8,tipologia de textos comerciales
ILO1043,Terminología y Traducción,8,terminologia y traduccion
ILO1044,Problemática Actual de Traducción,8,problematica actual de traduccion
ILO1101,Thomas Mann,8,thomas mann
ILO1105,Lengua Alemana V,8,lengua alemana 5
ILO1106,Lengua Alemana VI,8,lengua alemana 6
ILO1107,Lengua Alemana VII,8,lengua alemana 7
ILO1108,Lengua Alemana VIII,8,lengua alemana 8
ILO1231,Amor y Literatura,8,amor y literatura
ILO1233,Borges,8,borges
ILO1234,Descubrimiento y Conquista en la Novela,8,descubrimiento y conquista en la novela
ILO1235,Literatura Femenina,8,literatura femenina
ILO1405,Lengua Francesa V,8,lengua francesa 5
ILO1406,Lengua Francesa VI,8,lengua francesa 6
ILO1407,Lengua Francesa VII,8,lengua francesa 7
ILO1408,Lengua Francesa VIII,8,lengua francesa 8
ILO1432,Relations Humaines Dans Le Roman,8,relations humaines dans le roman
ILO1701,The Art of the Short Story,8,the art of the short story
ILO1702,Amer Literature and Painting,8,amer literature and painting
ILO1703,Lenguaje Perspectiva Pragmática,8,lenguaje perspectiva pragmatica
ILO1705,Lengua Inglesa V,8,lengua inglesa 5
ILO1706,Lengua Inglesa VI,8,lengua inglesa 6
ILO1707,Lengua Inglesa VII,8,lengua inglesa 7
ILO1708,Lengua Inglesa VIII,8,lengua inglesa 8
ILO1720,Análisis del Discurso (ILO1720),8,analisis del discurso (ilo1720)
ILO1733,Ts Eliot en Castelano,8,ts eliot en castelano
ILO1734,Bilinguismo y Lenguas en Contacto,8,bilinguismo y lenguas en contacto
ILO1735,Análisis Lingüístico de Texto,8,analisis linguistico de texto
ILO1736,Textos: Procesos Cognitivos,8,textos: procesos cognitivos
ILO1810,Lengua Italiana,8,lengua italiana
ILO1811,Lengua Italiana II,8,lengua italiana 2
ILO1812,Lengua y Cultura Italiana I,8,lengua y cultura italiana 1
ILO1813,Lengua y Cultura Italiana II,8,lengua y cultura italiana 2
ILO1814,Lexical Production,8,lexical production
ILO1815,Lengua y Cultura Italiana III,8,lengua y cultura italiana 3
ILO1816,Issues in Anglo Saxon Cultures,8,issues in anglo saxon cultures
ILO1817,Lengua y Cultura Alemana I,8,lengua y cultura alemana 1
ILO1818,Lengua y Cultura Alemana II,8,lengua y cultura alemana 2
ILO1819,Lengua y Cultura Francesa I,8,lengua y cultura francesa 1
ILO1820,Lengua y Cultura Francesa II,8,lengua y cultura francesa 2
ILO1825,Applied Psycholinguistics,8,applied psycholinguistics
ILO1826,Writers on Writing (Escritores y Escritura),8,writers on writing (escritores y escritura)
ILO1827,Crítica: la Novela Chilena del S Xxi,8,critica: la novela chilena del s xxi
ILO2001,Taller de Metrica Funcional,8,taller de metrica funcional
ILO2004,Griego I,8,griego 1
ILO2005,Griego II,8,griego 2
ILO2006,Griego III,8,griego 3
ILO2007,Griego IV,8,griego 4
ILO2012,Kafka,8,kafka
ILO2031,Nature in Lit and Painting,8,nature in lit and painting
ILO2208,Itinerario de Jose Donoso,8,itinerario de jose donoso
ILO2212,Análisis Sociolinguístico de la Variación,8,analisis sociolinguistico de la variacion
ILO2400,Estructura Texto Frances,8,estructura texto frances
ILO2457,Itineraire D A.Camus,8,itineraire d a.camus
ILO2458,Les Prix Nobel Franais,8,les prix nobel franais
ILO2701,Análisis Pragmatico Contractivo Español-Inglés,8,analisis pragmatico contractivo espanol-ingles
ILO2706,Cuento Corto Norteamericano,8,cuento corto norteamericano
ILO2708,C.S.Lewis (En Inglés),8,c.s.lewis (en ingles)
ILO2709,Narrativa Norteamericana Contemporánea (Castellano),8,narrativa norteamericana contemporanea (castellano)
ILO2711,Edgard Allan Poe (Inglés),8,edgard allan poe (ingles)
ILO2712,Cuento Corto Norteamericano (ILO2712),8,cuento corto norteamericano (ilo2712)
ILO2752,Análisis Ling de Textos Ingleses,8,analisis ling de textos ingleses
ILO2753,Poe:Reason and Imagination,8,poe:reason and imagination
ILO2757,Variaciones Fon. del Habla Inglesa,8,variaciones fon. del habla inglesa
ILO2758,Análisis Discursivo,8,analisis discursivo
ILO2800,Rilke y Eliot (Castellano),8,rilke y eliot (castellano)
ILO2801,Goethe y Schiller (Castellano),8,goethe y schiller (castellano)
ILO2802,Four Southern Woman Writers,8,four southern woman writers
ILO3001,Introd a la Psicoling,8,introd a la psicoling
ILO3002,Griego Etimologico,8,griego etimologico
ILO3003,Introducción a la Semiotica,8,introduccion a la semiotica
ILO3004,Introducción a la Sociolinguística,8,introduccion a la sociolinguistica
ILO3005,Español de Chile y América,8,espanol de chile y america
ILO3006,Griego Clásico,8,griego clasico
ILO3007,Latín para Textos,8,latin para textos
ILO3008,Lenguaje y Publicidad,8,lenguaje y publicidad
ILO3009,Análisis y Producción de Textos,8,analisis y produccion de textos
ILO3010,Latín para Textos II,8,latin para textos 2
ILO3011,Creatividad y Lenguaje,8,creatividad y lenguaje
ILO3012,Conectores Discursivos,8,conectores discursivos
ILO3013,Compr. Estrat. del Texto Escrit,8,compr. estrat. del texto escrit
ILO3014,Discurso Descriptivo,8,discurso descriptivo
ILO3017,Organizadores del Discurso,8,organizadores del discurso
ILO3018,Introducción a la Pragmática,8,introduccion a la pragmatica
ILO3019,Semantica del Enunciado,8,semantica del enunciado
ILO3020,Análisis del Discurso Político,8,analisis del discurso politico
ILO3021,"Estrategia, Discurso y Argumentación",8,"estrategia, discurso y argumentacion"
ILO3022,Semiotica,8,semiotica
ILO3023,Pragmática y Textualidades,8,pragmatica y textualidades
ILO3024,"Argumentación, Comunicación y Falacias",8,"argumentacion, comunicacion y falacias"
ILO3025,Literolinguística,8,literolinguistica
ILO3027,Dialogues in English and Spanish,8,dialogues in english and spanish
ILO3028,Español Como Segunda Lengua,8,espanol como segunda lengua
ILO3029,Lengua y Cultura Inglesa: Asia-Pacifico,8,lengua y cultura inglesa: asia-pacifico
ILO3030,Poetas Latinos,8,poetas latinos
ILO3031,Taller Textos Dramáticos,8,taller textos dramaticos
ILO3032,"Letters,Diaries and Biographies",8,"letters,diaries and biographies"
ILO3033,"Thomas Mann, Kafka, Hesse",8,"thomas mann, kafka, hesse"
ILO3034,Virginia Woolf:Narrativa y Ensayo,8,virginia woolf:narrativa y ensayo
ILO3035,Romantics and Victorians,8,romantics and victorians
ILO3036,Narradoras Chilenas e Hispanoamericanas,8,narradoras chilenas e hispanoamericanas
ILO3037,Novela Chilena y Ciudad,8,novela chilena y ciudad
ILO3038,Fantasy and the Fantastic,8,fantasy and the fantastic
ILO3039,Re-Reading Absurd,8,re-reading absurd
ILO3040,Vanguardias Hispanoamerican,8,vanguardias hispanoamerican
ILO3041,Narradores en la Literatura Universal,8,narradores en la literatura universal
ILO3042,Ensayo Hispanoamericano,8,ensayo hispanoamericano
ILO3043,Teatro del Absurdo,8,teatro del absurdo
ILO3044,Pirandello,8,pirandello
ILO3045,Taller de Cuento,8,taller de cuento
ILO3046,Teatro Siglo XVI y XVII,8,teatro siglo xvi y xvii
ILO3047,Ensayo en la Cultura Iberoamericana,8,ensayo en la cultura iberoamericana
ILO3048,"Dante,Bocaccio, Petrarca",8,"dante,bocaccio, petrarca"
ILO3049,"Literatura Japonesa: Hayku, Noh",8,"literatura japonesa: hayku, noh"
ILO3050,Realism and Theather,8,realism and theather
ILO3051,Crítica y Ensayo en Gabriela Mistral,8,critica y ensayo en gabriela mistral
ILO3052,Nietzsche y la Literatura del Siglo XX,8,nietzsche y la literatura del siglo xx
ILO3053,Romanticismo Italiano,8,romanticismo italiano
ILO3054,Narrativa Japonesa Contemporánea,8,narrativa japonesa contemporanea
ILO3055,Hemingway y Scott Fitzgerald,8,hemingway y scott fitzgerald
ILO3056,Estética de Gabriela Mistral,8,estetica de gabriela mistral
ILO3057,Análisis de Textos Literarios,8,analisis de textos literarios
ILO3058,Narrativa Detectivesca,8,narrativa detectivesca
ILO3059,Poesia y Narrativa Italiana Contemporánea,8,poesia y narrativa italiana contemporanea
ILO3060,Literatira Japonesa Tradicional,8,literatira japonesa tradicional
ILO3061,Terminología Tecnico-Industrial Inglés-Español,8,terminologia tecnico-industrial ingles-espanol
ILO3062,Interpret. Consecutiva,8,interpret. consecutiva
ILO3063,Cuento Ale. de Postguerra,8,cuento ale. de postguerra
ILO3064,Discurso Escrito Aleman,8,discurso escrito aleman
ILO3065,Discurso Escrito Frances,8,discurso escrito frances
ILO3066,Discurso Escrito Inglés,8,discurso escrito ingles
ILO3067,Civilización Inglesa y Norteamericana,8,civilizacion inglesa y norteamericana
ILO3068,Civilización Alemana,8,civilizacion alemana
ILO3070,Fonética Francesa,8,fonetica francesa
ILO3071,"Onu, Medio Ambiente y Desarrollo",8,"onu, medio ambiente y desarrollo"
ILO3072,Traducción Textos Dramáticos,8,traduccion textos dramaticos
ILO3073,Traducción de Ensayo y Crítica,8,traduccion de ensayo y critica
ILO3074,Terminología Control de Plagas,8,terminologia control de plagas
ILO3075,Terminología Tecnico Industrial,8,terminologia tecnico industrial
ILO3076,Terminología Médica Alemana,8,terminologia medica alemana
ILO3077,Seminario: Traducción Relaciones Intenacionales,8,seminario: traduccion relaciones intenacionales
ILO3078,Traducción Textos Financieros,8,traduccion textos financieros
ILO3079,Taller Análisis Textos Frances,8,taller analisis textos frances
ILO3080,Taller Análisis Textos Inglés,8,taller analisis textos ingles
ILO3081,Traducción y Cultura,8,traduccion y cultura
ILO3082,Terminología Minera en Inglés,8,terminologia minera en ingles
ILO3083,Traducción de Licitaciones,8,traduccion de licitaciones
ILO3084,Psicolinguística y Traducción,8,psicolinguistica y traduccion
ILO3085,Civilización Francesa,8,civilizacion francesa
ILO3086,Taller de Traducción Teatral,8,taller de traduccion teatral
ILO3087,Precis-Writing:Inglés-Español,8,precis-writing:ingles-espanol
ILO3088,Traducción a la Vista:Frances,8,traduccion a la vista:frances
ILO3089,Tipología Textual y Traducción,8,tipologia textual y traduccion
ILO3090,Fonética Inglesa,8,fonetica inglesa
ILO3091,Terminología Tecnico-Industrial en Aleman,8,terminologia tecnico-industrial en aleman
ILO3092,Hitos de la Cultura Anglosajona,8,hitos de la cultura anglosajona
ILO3093,Traducción de Textos Literatura Contemporánea,8,traduccion de textos literatura contemporanea
ILO3094,Terminología Tecnico- Cientifica Frances,8,terminologia tecnico- cientifica frances
ILO3095,Traducción a Primera Vista Inglés-Español,8,traduccion a primera vista ingles-espanol
ILO3096,Terminología Comercio Internacional Inglés,8,terminologia comercio internacional ingles
ILO3097,Terminología Médica Inglés,8,terminologia medica ingles
ILO3098,Iniciación a la Traducción,8,iniciacion a la traduccion
ILO3131,Géneros Literarios Comparados,8,generos literarios comparados
ILO3132,Viaje Mitico: Simbolismo y Literatura,8,viaje mitico: simbolismo y literatura
ILO3133,Grandes Dramaturgos,8,grandes dramaturgos
ILO3134,African-American Literature,8,african-american literature
ILO3135,Narrative and Cinema,8,narrative and cinema
ILO3136,Octavio Paz: Literatura y Cultura Latinoamericana,8,octavio paz: literatura y cultura latinoamericana
ILO3137,(Con)Textos de la Vanguardia,8,(con)textos de la vanguardia
ILO3138,Dante: Vida y Obra,8,dante: vida y obra
ILO3139,Intertextual.J.L.Borgues-U.Eco,8,intertextual.j.l.borgues-u.eco
ILO3141,Movimiento Literario,8,movimiento literario
ILO3142,Arte y Vanguardia,8,arte y vanguardia
ILO3143,De Petrarca a Maquiavello,8,de petrarca a maquiavello
ILO3144,Literatura y Cine Italiano Contemporáneo,8,literatura y cine italiano contemporaneo
ILO3145,Oscar Wilde,8,oscar wilde
ILO3146,"Borges,Cortazar, Emar",8,"borges,cortazar, emar"
ILO3147,Análisis Poetico,8,analisis poetico
ILO3148,La Novela Naturalista Hispanoamericana,8,la novela naturalista hispanoamericana
ILO3149,Teatro Chileno de Fin de Siglo,8,teatro chileno de fin de siglo
ILO3150,Est de Genero y Narrativa Chilena,8,est de genero y narrativa chilena
ILO3151,Renacimiento Italiano:Literatura y Artes,8,renacimiento italiano:literatura y artes
ILO3152,Hemingway-Woolf-Faulkner e Hisp,8,hemingway-woolf-faulkner e hisp
ILO3153,Grandes Escritoras Hispanoamericanas,8,grandes escritoras hispanoamericanas
ILO3154,Tradición y Ruptura en Siglo XX,8,tradicion y ruptura en siglo xx
ILO3155,"Autobiografias, Biografias, Diarios",8,"autobiografias, biografias, diarios"
ILO3156,El Mito de Don Juan,8,el mito de don juan
ILO3157,El 900 en la Cultura Italiana: Literatura,8,el 900 en la cultura italiana: literatura
ILO3158,Poesia Irlandesa e Inglesa Siglo XX,8,poesia irlandesa e inglesa siglo xx
ILO3159,La Astucia en Literatura,8,la astucia en literatura
ILO3160,Pensamiento Poetico del Siglo XX,8,pensamiento poetico del siglo xx
ILO3161,Erotismo y Amor en la Literatura,8,erotismo y amor en la literatura
ILO3162,La Construcción del Otro en Literatura,8,la construccion del otro en literatura
ILO3163,XXth Century Great Dramatists,8,xxth century great dramatists
ILO3164,El Deseo de Absoluto en el Arte,8,el deseo de absoluto en el arte
ILO3165,Los Grandes del Renacimiento,8,los grandes del renacimiento
ILO3166,Poesia Femenina,8,poesia femenina
ILO3167,Literatura Chilena: Voces (In) Migrantes,8,literatura chilena: voces (in) migrantes
ILO3168,Taller: Guiones Dramáticos para Tv,8,taller: guiones dramaticos para tv
ILO3169,Relato Chileno: Nomadismos,8,relato chileno: nomadismos
ILO3170,Literatura Italiana I,10,literatura italiana 1
ILO3172,Literatura Italiana II,10,literatura italiana 2
ILO3175,Pablo Neruda 1936-1956,8,pablo neruda 1936-1956
ILO3176,Taller de Dramaturgia I,8,taller de dramaturgia 1
ILO3177,Escrituras Contemporaneas en la Dramaturgia,8,escrituras contemporaneas en la dramaturgia
ILO3178,Virginia Woolf,8,virginia woolf
ILO3179,Leonardo Versus Miguel Angel,8,leonardo versus miguel angel
ILO3180,Literatura Comparada: Principios y Práctica,8,literatura comparada: principios y practica
ILO3200,Diálogos Intercultura en Español,8,dialogos intercultura en espanol
ILO3201,Edición de Textos,8,edicion de textos
ILO3202,"Discussing Women, Men Politenes",8,"discussing women, men politenes"
ILO3203,Lenguaje Figurativo:La Ironia,8,lenguaje figurativo:la ironia
ILO3204,Argumentación y Retorica,8,argumentacion y retorica
ILO3205,Lexical Semantics,8,lexical semantics
ILO3206,Comunicación y Nuevos Formatos,8,comunicacion y nuevos formatos
ILO3207,Lengua y Cultura Quechua I,8,lengua y cultura quechua 1
ILO3208,Lengua y Cultura Quechua I (ILO3208),8,lengua y cultura quechua 1 (ilo3208)
ILO3209,Lengua y Cultura Quechua II,8,lengua y cultura quechua 2
ILO3210,Introducción a la Lexicografía Contemporánea,8,introduccion a la lexicografia contemporanea
ILO3211,Lingüística Generativa Tranformacional,8,linguistica generativa tranformacional
ILO3212,Lingüística y Poética Popular,8,linguistica y poetica popular
ILO3213,"Discourse, Metaphor and Internet",8,"discourse, metaphor and internet"
ILO3214,Concepción del Lenguaje en Textos Poeticos,8,concepcion del lenguaje en textos poeticos
ILO3300,Poética y Lingüística: Un Diálogo,8,poetica y linguistica: un dialogo
ILO3302,Effective Writing,8,effective writing
ILO3303,English At Primary School,8,english at primary school
ILO3304,Mentiras - Ironias - Parodias Latinoamericanas,8,mentiras - ironias - parodias latinoamericanas
ILO3305,Cortesia en el Español de Chile,8,cortesia en el espanol de chile
ILO3306,Semiotica: Cine y Literatura,8,semiotica: cine y literatura
ILO3307,Discurso: Estructura de la Información,8,discurso: estructura de la informacion
ILP2000,Estrategias de Lectura,10,estrategias de lectura
ILS1110,Aleman Instrumental (Filosofía),10,aleman instrumental (filosofia)
ILS1200,Castellano Escrito,8,castellano escrito
ILS1201,Castellano Instrumental,8,castellano instrumental
ILS1220,Gramática Española (ILS1220),8,gramatica espanola (ils1220)
